,ISort Time,MSort Time,Key Comp - ISort,Key Comp - MSort
Random,0.05575082302093506,0.003989315032958985,249789.0,8708.0
Sorted - Ascending,0.00029921531677246094,0.002792501449584961,999.0,4932.0
Sorted - Descending,0.10671446323394776,0.0030916929244995117,499500.0,5044.0
