,ISort Time,MSort Time,Key Comp - ISort,Key Comp - MSort
Random,5.799881267547607,0.06941428184509277,24640221.0,120494.0
Sorted - Ascending,0.0033908367156982424,0.03141593933105469,9999.0,64608.0
Sorted - Descending,11.972864246368408,0.03670179843902588,49995000.0,69008.0
