,ISort Time,MSort Time,Key Comp - ISort,Key Comp - MSort
Random,3870.1381731033325,1.9779715538024902,15610302998.0,4169030.0
Sorted - Ascending,0.08776521682739258,1.0662541389465332,249999.0,2221248.0
Sorted - Descending,7673.973863840103,1.206362009048462,31249875000.0,2266608.0
