,ISort Time,MSort Time,Key Comp - ISort,Key Comp - MSort
Random,15258.94521522522,3.803006410598755,62530001763.0,8837159.0
Sorted - Ascending,0.15621161460876465,2.183473825454712,499999.0,4692496.0
Sorted - Descending,28292.12400484085,2.526589870452881,124999750000.0,4783216.0
