,ISort Time,MSort Time,Key Comp - ISort,Key Comp - MSort
Random,34249.12259268761,6.17048978805542,140429440891.0,13705223.0
Sorted - Ascending,0.2732677459716797,3.34903883934021,749999.0,7180608.0
Sorted - Descending,67335.74497485161,3.9375083446502686,281249625000.0,7520816.0
