,ISort Time,MSort Time,Key Comp - ISort,Key Comp - MSort
Random,5.845461130142212,0.05486249923706055,25115238.0,120395.0
Sorted - Ascending,0.002987384796142578,0.033416032791137695,9999.0,64608.0
Sorted - Descending,11.666313171386719,0.037908077239990234,49995000.0,69008.0
